2.76 31.28 2.5392 28.7776
4.6 33.12 4.232 30.4704
3.68 33.12 3.3856 30.4704
4.6 34.04 4.232 31.3168
3.68 39.56 3.3856 36.3952
2.76 42.32 2.5392 38.9344
6.44 46.0 5.9248 42.32
3.68 42.32 3.3856 38.9344
2.76 43.24 2.5392 39.7808
3.68 43.24 3.3856 39.7808
2.76 42.32 2.5392 38.9344
3.68 42.32 3.3856 38.9344
2.76 41.4 2.5392 38.088
1.84 40.48 1.6928 37.2416
1.84 39.56 1.6928 36.3952
2.76 40.48 2.5392 37.2416
2.76 44.16 2.5392 40.6272
3.68 40.48 3.3856 37.2416
3.68 38.64 3.3856 35.5488
2.76 39.56 2.5392 36.3952
1.84 39.56 1.6928 36.3952
1.84 40.48 1.6928 37.2416
4.6 40.48 4.232 37.2416
2.76 39.56 2.5392 36.3952
1.84 36.8 1.6928 33.856
1.84 38.64 1.6928 35.5488
3.68 39.56 3.3856 36.3952
2.76 35.88 2.5392 33.0096
5.52 36.8 5.0784 33.856
3.68 35.88 3.3856 33.0096
2.76 40.48 2.5392 37.2416
2.76 36.8 2.5392 33.856
2.76 33.12 2.5392 30.4704
0.92 33.12 0.8464 30.4704
3.68 35.88 3.3856 33.0096
2.76 37.72 2.5392 34.7024
2.76 36.8 2.5392 33.856
5.52 35.88 5.0784 33.0096
4.6 39.56 4.232 36.3952
4.6 36.8 4.232 33.856
6.44 39.56 5.9248 36.3952
6.44 43.24 5.9248 39.7808
4.6 40.48 4.232 37.2416
3.68 36.8 3.3856 33.856
3.68 38.64 3.3856 35.5488
5.52 34.96 5.0784 32.1632
1.84 35.88 1.6928 33.0096
0.0 37.72 0.0 34.7024
3.68 41.4 3.3856 38.088
2.76 37.72 2.5392 34.7024
1.84 34.04 1.6928 31.3168
1.84 37.72 1.6928 34.7024
1.84 41.4 1.6928 38.088
3.68 41.4 3.3856 38.088
0.92 39.56 0.8464 36.3952
0.0 38.64 0.0 35.5488
0.0 43.24 0.0 39.7808
0.0 38.64 0.0 35.5488
0.0 40.48 0.0 37.2416
2.76 39.56 2.5392 36.3952
2.76 39.56 2.5392 36.3952
1.84 41.4 1.6928 38.088
2.76 38.64 2.5392 35.5488
2.76 41.4 2.5392 38.088
0.92 41.4 0.8464 38.088
2.76 40.48 2.5392 37.2416
3.68 40.48 3.3856 37.2416
2.76 44.16 2.5392 40.6272
0.92 38.64 0.8464 35.5488
0.92 44.16 0.8464 40.6272
3.68 40.48 3.3856 37.2416
3.68 40.48 3.3856 37.2416
3.68 38.64 3.3856 35.5488
4.6 34.96 4.232 32.1632
3.68 33.12 3.3856 30.4704
2.76 35.88 2.5392 33.0096
4.6 33.12 4.232 30.4704
2.76 35.88 2.5392 33.0096
3.68 37.72 3.3856 34.7024
2.76 34.96 2.5392 32.1632
2.76 34.96 2.5392 32.1632
2.76 33.12 2.5392 30.4704
2.76 32.2 2.5392 29.624
2.76 31.28 2.5392 28.7776
0.92 34.96 0.8464 32.1632
2.76 34.04 2.5392 31.3168
1.84 35.88 1.6928 33.0096
2.76 37.72 2.5392 34.7024
2.76 33.12 2.5392 30.4704
0.0 34.96 0.0 32.1632
0.92 34.96 0.8464 32.1632
1.84 33.12 1.6928 30.4704
1.84 39.56 1.6928 36.3952
1.84 36.8 1.6928 33.856
1.84 39.56 1.6928 36.3952
1.84 36.8 1.6928 33.856
2.76 39.56 2.5392 36.3952
2.76 44.16 2.5392 40.6272
2.76 44.16 2.5392 40.6272
4.6 46.0 4.232 42.32
